Customer ID,Age,Gender,Tenure (Years),Region,Monthly Data Usage (MB),Call Duration (Minutes),SMS Sent,M-Pesa Transactions,Customer Service Interactions,Subscription Type,Churn Indicator,Last Month Data Usage (MB),Second Last Month Data Usage (MB),Third Last Month Data Usage (MB),Last Month Call Duration (Minutes),Second Last Month Call Duration (Minutes),Third Last Month Call Duration (Minutes),Last Month SMS Sent,Second Last Month SMS Sent,Third Last Month SMS Sent,Promotions,Payment Method,Data Rate per MB,Call Rate per Minute,SMS Rate per Message,Churn History,Engagement Score,Avg Monthly Data Usage (MB),Avg Call Duration (Minutes),Avg SMS Sent,Monthly Spend,Previous Churn,Churn Probability,Tenure (Months),Customer Interaction Ratio,Region Encoding,Gender Encoding,Promotions Received,High Churn Region
CUST0231,66,Female,4,Mombasa,6852,798,446,27,8,Prepaid,0,4141,8472,7320,516,605,188,234,487,379,2,Credit Card,0.05,0.02,0.01,0,8123,6644.333333333333,436.3333333333333,366.6666666666667,363.02,0,0.0,48,0.16666666666666666,1,0,1,0
CUST0232,34,Female,8,Nairobi,9509,90,451,122,3,Prepaid,0,1167,1733,6046,617,296,296,277,427,398,3,Debit Card,0.05,0.02,0.01,1,10172,2982.0,403.0,367.3333333333333,481.76000000000005,1,0.5,96,0.03125,2,0,1,0
CUST0233,66,Female,7,Nakuru,6556,479,336,179,7,Prepaid,0,2996,3300,3942,277,605,525,386,280,261,2,Debit Card,0.05,0.02,0.01,0,7550,3412.6666666666665,469.0,309.0,340.74,0,0.0,84,0.08333333333333333,3,0,1,0
CUST0234,19,Male,5,Kisumu,2937,572,296,125,6,Postpaid,0,3999,3275,3211,884,568,388,334,278,449,3,Credit Card,0.05,0.02,0.01,1,3930,3495.0,613.3333333333334,353.6666666666667,161.25,1,0.5,60,0.1,0,1,1,0
CUST0235,19,Female,7,Mombasa,6968,457,466,176,6,Postpaid,0,8580,6544,1791,611,163,458,98,235,215,0,Cash,0.05,0.02,0.01,0,8067,5638.333333333333,410.6666666666667,182.66666666666666,362.20000000000005,0,0.0,84,0.07142857142857142,1,0,0,0
CUST0236,45,Female,3,Nairobi,9580,450,388,36,7,Postpaid,0,7323,3987,5874,749,831,743,430,442,311,0,Cash,0.05,0.02,0.01,0,10454,5728.0,774.3333333333334,394.3333333333333,491.88,0,0.0,36,0.19444444444444445,2,0,0,0
CUST0237,40,Female,2,Kisumu,6451,364,415,153,0,Prepaid,0,1689,7883,3155,268,496,260,37,384,48,5,Credit Card,0.05,0.02,0.01,1,7383,4242.333333333333,341.3333333333333,156.33333333333334,333.97999999999996,1,0.5,24,0.0,0,0,1,0
CUST0238,54,Male,6,Mombasa,5776,858,213,98,4,Postpaid,0,7104,4350,7013,832,609,703,160,352,91,3,Debit Card,0.05,0.02,0.01,0,6945,6155.666666666667,714.6666666666666,201.0,308.09000000000003,0,0.0,72,0.05555555555555555,1,1,1,0
CUST0239,49,Male,2,Kisumu,9359,674,453,97,1,Prepaid,0,9150,5497,7894,399,15,924,461,398,128,1,Cash,0.05,0.02,0.01,0,10583,7513.666666666667,446.0,329.0,485.96000000000004,0,0.0,24,0.041666666666666664,0,1,1,0
CUST0240,50,Female,3,Nairobi,8318,350,290,126,1,Prepaid,0,9904,1390,1204,502,343,714,431,127,320,2,Cash,0.05,0.02,0.01,1,9084,4166.0,519.6666666666666,292.6666666666667,425.8,1,0.5,36,0.027777777777777776,2,0,1,0
CUST0241,18,Male,6,Nairobi,5228,654,21,167,0,Prepaid,0,9603,6420,1325,1000,77,772,448,336,27,3,Cash,0.05,0.02,0.01,1,6070,5782.666666666667,616.3333333333334,270.3333333333333,274.69,1,0.5,72,0.0,2,1,1,0
CUST0242,36,Male,5,Nakuru,3124,399,192,79,4,Postpaid,0,1525,1688,9696,85,345,112,116,481,355,5,Mobile Money,0.05,0.02,0.01,0,3794,4303.0,180.66666666666666,317.3333333333333,166.1,0,0.0,60,0.06666666666666667,3,1,1,0
CUST0243,19,Male,8,Nairobi,6238,252,467,37,1,Postpaid,0,8285,6144,876,319,71,885,240,208,147,2,Cash,0.05,0.02,0.01,1,6994,5101.666666666667,425.0,198.33333333333334,321.61000000000007,1,0.5,96,0.010416666666666666,2,1,1,0
CUST0244,70,Male,9,Nairobi,4732,780,149,76,3,Prepaid,0,571,1240,1472,31,269,863,25,435,431,4,Credit Card,0.05,0.02,0.01,1,5737,1094.3333333333333,387.6666666666667,297.0,253.69000000000003,1,0.5,108,0.027777777777777776,2,1,1,0
CUST0245,61,Male,3,Mombasa,6293,880,367,125,2,Prepaid,1,6046,1869,4713,335,286,35,135,185,327,5,Credit Card,0.05,0.02,0.01,1,7665,4209.333333333333,218.66666666666666,215.66666666666666,335.9200000000001,1,1.0,36,0.05555555555555555,1,1,1,0
CUST0246,43,Male,10,Nakuru,5023,802,246,86,2,Postpaid,0,3185,2500,943,50,65,78,49,168,64,3,Mobile Money,0.05,0.02,0.01,1,6157,2209.3333333333335,64.33333333333333,93.66666666666667,269.65,1,0.5,120,0.016666666666666666,3,1,1,0
CUST0247,49,Male,3,Mombasa,6071,458,266,53,1,Postpaid,0,9885,1971,8019,78,879,274,463,171,217,1,Mobile Money,0.05,0.02,0.01,0,6848,6625.0,410.3333333333333,283.6666666666667,315.37000000000006,0,0.0,36,0.027777777777777776,1,1,1,0
CUST0248,23,Male,3,Kisumu,9510,698,460,149,5,Postpaid,0,7872,2036,1254,697,67,959,293,259,50,4,Credit Card,0.05,0.02,0.01,0,10817,3720.6666666666665,574.3333333333334,200.66666666666666,494.06,0,0.0,36,0.1388888888888889,0,1,1,0
CUST0249,49,Male,6,Nairobi,9798,916,250,15,1,Prepaid,0,2348,818,5235,173,192,277,393,204,426,5,Mobile Money,0.05,0.02,0.01,1,10979,2800.3333333333335,214.0,341.0,510.72,1,0.5,72,0.013888888888888888,2,1,1,0
CUST0250,21,Male,1,Kisumu,2724,498,489,27,7,Prepaid,1,2522,5653,5896,947,54,673,297,451,304,3,Cash,0.05,0.02,0.01,0,3738,4690.333333333333,558.0,350.6666666666667,151.05,0,0.5,12,0.5833333333333334,0,1,1,0
CUST0251,28,Female,7,Mombasa,8889,949,2,162,7,Prepaid,0,6838,2394,3965,617,979,311,292,134,408,0,Debit Card,0.05,0.02,0.01,1,10002,4399.0,635.6666666666666,278.0,463.45000000000005,1,0.5,84,0.08333333333333333,1,0,0,0
CUST0252,34,Female,1,Nairobi,6591,970,392,187,4,Postpaid,1,4241,8491,3211,500,378,528,153,45,73,3,Debit Card,0.05,0.02,0.01,0,8140,5314.333333333333,468.6666666666667,90.33333333333333,352.87,0,0.5,12,0.3333333333333333,2,0,1,0
CUST0253,55,Male,5,Nairobi,9162,925,315,172,9,Postpaid,0,1798,9967,2907,574,973,203,219,8,459,0,Debit Card,0.05,0.02,0.01,0,10574,4890.666666666667,583.3333333333334,228.66666666666666,479.75,0,0.0,60,0.15,2,1,0,0
CUST0254,41,Female,10,Mombasa,6861,507,75,45,6,Postpaid,1,4602,9092,9314,75,167,984,139,470,424,0,Credit Card,0.05,0.02,0.01,1,7488,7669.333333333333,408.6666666666667,344.3333333333333,353.94,1,1.0,120,0.05,1,0,0,0
CUST0255,22,Female,8,Mombasa,2448,303,86,71,3,Prepaid,0,1404,6435,6088,315,408,951,467,160,198,5,Mobile Money,0.05,0.02,0.01,1,2908,4642.333333333333,558.0,275.0,129.32000000000002,1,0.5,96,0.03125,1,0,1,0
CUST0256,69,Male,4,Mombasa,7594,500,269,182,0,Prepaid,1,3526,1223,6604,832,507,16,48,288,191,3,Debit Card,0.05,0.02,0.01,0,8545,3784.3333333333335,451.6666666666667,175.66666666666666,392.39000000000004,0,0.5,48,0.0,1,1,1,0
CUST0257,51,Male,5,Mombasa,6818,802,224,84,10,Postpaid,0,7209,2829,6247,372,536,713,141,339,188,3,Cash,0.05,0.02,0.01,0,7928,5428.333333333333,540.3333333333334,222.66666666666666,359.18000000000006,0,0.0,60,0.16666666666666666,1,1,1,0
CUST0258,23,Male,4,Mombasa,4296,597,17,25,1,Prepaid,0,5211,9827,2223,80,642,475,45,387,11,0,Cash,0.05,0.02,0.01,0,4935,5753.666666666667,399.0,147.66666666666666,226.91,0,0.0,48,0.020833333333333332,1,1,0,0
CUST0259,39,Female,4,Nairobi,734,165,112,84,9,Postpaid,0,8521,3270,7724,872,836,510,162,320,238,2,Cash,0.05,0.02,0.01,1,1095,6505.0,739.3333333333334,240.0,41.12,1,0.5,48,0.1875,2,0,1,0
CUST0260,28,Female,8,Mombasa,9620,414,250,152,9,Prepaid,1,6469,8045,2419,639,101,209,284,105,359,4,Mobile Money,0.05,0.02,0.01,0,10436,5644.333333333333,316.3333333333333,249.33333333333334,491.78,0,0.5,96,0.09375,1,0,1,0
CUST0261,65,Male,2,Nairobi,4107,461,232,64,3,Postpaid,0,3120,5346,1418,694,885,498,267,289,80,1,Debit Card,0.05,0.02,0.01,1,4864,3294.6666666666665,692.3333333333334,212.0,216.89000000000001,1,0.5,24,0.125,2,1,1,0
CUST0262,33,Male,1,Nairobi,8543,919,328,133,0,Prepaid,0,3146,767,4715,754,793,401,115,474,452,3,Cash,0.05,0.02,0.01,1,9923,2876.0,649.3333333333334,347.0,448.81,1,0.5,12,0.0,2,1,1,0
CUST0263,50,Male,3,Mombasa,1022,113,278,150,7,Prepaid,1,5365,1069,1081,696,807,428,81,340,382,4,Mobile Money,0.05,0.02,0.01,1,1563,2505.0,643.6666666666666,267.6666666666667,56.14,1,1.0,36,0.19444444444444445,1,1,1,0
CUST0264,26,Female,9,Mombasa,6404,432,201,114,8,Postpaid,0,7845,2473,4381,731,805,991,43,87,269,4,Cash,0.05,0.02,0.01,0,7151,4899.666666666667,842.3333333333334,133.0,330.85,0,0.0,108,0.07407407407407407,1,0,1,0
CUST0265,23,Female,4,Nakuru,5388,991,82,63,3,Postpaid,0,2789,9237,4409,70,421,77,193,462,289,2,Debit Card,0.05,0.02,0.01,1,6524,5478.333333333333,189.33333333333334,314.6666666666667,290.04,1,0.5,48,0.0625,3,0,1,0
CUST0266,33,Female,10,Nairobi,6332,355,124,86,9,Postpaid,0,7870,3322,2499,968,963,567,257,482,47,4,Debit Card,0.05,0.02,0.01,0,6897,4563.666666666667,832.6666666666666,262.0,324.94000000000005,0,0.0,120,0.075,2,0,1,0
CUST0267,46,Female,5,Mombasa,7622,927,174,170,2,Postpaid,0,4372,4960,900,853,774,79,442,191,316,3,Debit Card,0.05,0.02,0.01,1,8893,3410.6666666666665,568.6666666666666,316.3333333333333,401.38000000000005,1,0.5,60,0.03333333333333333,1,0,1,0
CUST0268,20,Male,2,Mombasa,6342,694,68,106,1,Postpaid,1,8190,770,4148,665,477,305,272,152,208,5,Debit Card,0.05,0.02,0.01,0,7210,4369.333333333333,482.3333333333333,210.66666666666666,331.66,0,0.5,24,0.041666666666666664,1,1,1,0
CUST0269,37,Male,4,Mombasa,1816,206,46,150,4,Prepaid,0,1940,8141,5945,756,925,57,393,310,34,5,Debit Card,0.05,0.02,0.01,0,2218,5342.0,579.3333333333334,245.66666666666666,95.38000000000001,0,0.0,48,0.08333333333333333,1,1,1,0
CUST0270,53,Male,2,Nakuru,1624,767,371,95,2,Postpaid,0,1265,9430,3128,651,119,529,273,136,118,4,Cash,0.05,0.02,0.01,1,2857,4607.666666666667,433.0,175.66666666666666,100.25,1,0.5,24,0.08333333333333333,3,1,1,0
CUST0271,36,Male,2,Nakuru,6121,234,255,157,9,Postpaid,1,4592,7180,2156,70,914,207,277,272,64,3,Debit Card,0.05,0.02,0.01,1,6767,4642.666666666667,397.0,204.33333333333334,313.28000000000003,1,1.0,24,0.375,3,1,1,0
CUST0272,43,Female,4,Kisumu,5923,441,214,76,6,Postpaid,0,9841,1757,1120,45,742,510,82,148,314,3,Cash,0.05,0.02,0.01,0,6654,4239.333333333333,432.3333333333333,181.33333333333334,307.11,0,0.0,48,0.125,0,0,1,0
CUST0273,20,Female,6,Nairobi,3087,354,29,145,10,Prepaid,0,3166,8750,746,46,290,976,57,187,241,0,Debit Card,0.05,0.02,0.01,0,3615,4220.666666666667,437.3333333333333,161.66666666666666,161.72000000000003,0,0.0,72,0.1388888888888889,2,0,0,0
CUST0274,36,Male,7,Kisumu,9715,514,280,86,5,Postpaid,0,9155,5870,5712,590,487,134,52,140,497,2,Cash,0.05,0.02,0.01,1,10595,6912.333333333333,403.6666666666667,229.66666666666666,498.83,1,0.5,84,0.05952380952380952,0,1,1,0
CUST0275,37,Male,10,Mombasa,6172,207,411,148,0,Postpaid,0,6468,5358,3839,421,160,843,0,130,35,1,Debit Card,0.05,0.02,0.01,1,6938,5221.666666666667,474.6666666666667,55.0,316.85,1,0.5,120,0.0,1,1,1,0
CUST0276,49,Female,3,Nakuru,1878,708,481,56,7,Postpaid,0,8141,9081,7258,148,672,993,215,451,462,0,Cash,0.05,0.02,0.01,0,3123,8160.0,604.3333333333334,376.0,112.87,0,0.0,36,0.19444444444444445,3,0,0,0
CUST0277,24,Male,3,Nakuru,3874,852,236,102,1,Prepaid,1,2681,9410,7586,909,77,521,316,3,251,1,Debit Card,0.05,0.02,0.01,0,5064,6559.0,502.3333333333333,190.0,213.10000000000002,0,0.5,36,0.027777777777777776,3,1,1,0
CUST0278,69,Female,10,Kisumu,2019,124,247,150,4,Prepaid,0,4388,7499,3510,129,37,580,227,490,402,3,Mobile Money,0.05,0.02,0.01,1,2540,5132.333333333333,248.66666666666666,373.0,105.9,1,0.5,120,0.03333333333333333,0,0,1,0
CUST0279,58,Male,6,Nakuru,6277,137,367,90,8,Postpaid,0,1340,620,5219,455,393,852,472,475,242,5,Cash,0.05,0.02,0.01,0,6871,2393.0,566.6666666666666,396.3333333333333,320.26000000000005,0,0.0,72,0.1111111111111111,3,1,1,0
CUST0280,50,Male,3,Mombasa,8435,338,494,44,7,Prepaid,0,6399,7408,2868,638,440,898,483,262,41,0,Mobile Money,0.05,0.02,0.01,1,9311,5558.333333333333,658.6666666666666,262.0,433.45,1,0.5,36,0.19444444444444445,1,1,0,0
CUST0281,57,Male,2,Nakuru,6593,536,24,171,1,Postpaid,0,4618,2803,2339,876,539,82,253,25,68,4,Cash,0.05,0.02,0.01,1,7324,3253.3333333333335,499.0,115.33333333333333,340.61000000000007,1,0.5,24,0.041666666666666664,3,1,1,0
CUST0282,56,Male,8,Kisumu,8918,67,73,87,8,Prepaid,1,1065,5361,3403,630,461,620,158,458,402,4,Cash,0.05,0.02,0.01,1,9145,3276.3333333333335,570.3333333333334,339.3333333333333,447.97,1,1.0,96,0.08333333333333333,0,1,1,0
CUST0283,35,Male,5,Mombasa,5855,572,205,114,4,Postpaid,1,6505,3411,6705,965,611,43,286,23,106,1,Cash,0.05,0.02,0.01,1,6746,5540.333333333333,539.6666666666666,138.33333333333334,306.24,1,1.0,60,0.06666666666666667,1,1,1,0
CUST0284,57,Male,1,Kisumu,5468,540,489,46,9,Prepaid,0,9656,9491,4895,996,293,482,65,490,38,3,Credit Card,0.05,0.02,0.01,0,6543,8014.0,590.3333333333334,197.66666666666666,289.09000000000003,0,0.0,12,0.75,0,1,1,0
CUST0285,18,Male,3,Nakuru,9583,382,493,167,5,Postpaid,0,9687,7736,6267,868,399,965,402,265,68,5,Debit Card,0.05,0.02,0.01,1,10625,7896.666666666667,744.0,245.0,491.72,1,0.5,36,0.1388888888888889,3,1,1,0
CUST0286,28,Female,10,Kisumu,6074,18,313,178,2,Postpaid,0,7726,6065,4191,504,635,909,308,228,179,1,Mobile Money,0.05,0.02,0.01,1,6583,5994.0,682.6666666666666,238.33333333333334,307.19,1,0.5,120,0.016666666666666666,0,0,1,0
CUST0287,45,Female,8,Kisumu,4572,682,93,169,2,Prepaid,0,9879,7031,7970,928,916,643,459,268,11,5,Mobile Money,0.05,0.02,0.01,0,5516,8293.333333333334,829.0,246.0,243.17000000000002,0,0.0,96,0.020833333333333332,0,0,1,0
CUST0288,42,Female,4,Nairobi,2757,449,374,134,9,Postpaid,0,6390,1609,4341,1000,91,492,457,124,338,2,Cash,0.05,0.02,0.01,0,3714,4113.333333333333,527.6666666666666,306.3333333333333,150.57,0,0.0,48,0.1875,2,0,1,0
CUST0289,67,Female,7,Nakuru,9088,73,126,49,7,Postpaid,0,4811,7429,4848,773,766,498,94,171,430,5,Mobile Money,0.05,0.02,0.01,1,9336,5696.0,679.0,231.66666666666666,457.12,1,0.5,84,0.08333333333333333,3,0,1,0
CUST0290,40,Female,10,Nakuru,4924,572,424,175,10,Postpaid,0,8236,1750,7121,243,608,17,492,233,203,4,Mobile Money,0.05,0.02,0.01,1,6095,5702.333333333333,289.3333333333333,309.3333333333333,261.88000000000005,1,0.5,120,0.08333333333333333,3,0,1,0
CUST0291,48,Male,2,Kisumu,3737,938,24,83,9,Postpaid,0,9348,8677,1892,473,5,604,252,294,35,0,Mobile Money,0.05,0.02,0.01,1,4782,6639.0,360.6666666666667,193.66666666666666,205.85000000000002,1,0.5,24,0.375,0,1,0,0
CUST0292,47,Male,7,Nairobi,4393,664,333,90,9,Prepaid,0,3482,2149,6560,381,680,994,149,402,125,0,Mobile Money,0.05,0.02,0.01,1,5480,4063.6666666666665,685.0,225.33333333333334,236.26000000000002,1,0.5,84,0.10714285714285714,2,1,0,0
CUST0293,59,Female,5,Nakuru,2505,275,354,133,1,Postpaid,0,9805,7851,4755,102,894,947,22,434,62,0,Credit Card,0.05,0.02,0.01,1,3267,7470.333333333333,647.6666666666666,172.66666666666666,134.29,1,0.5,60,0.016666666666666666,3,0,0,0
CUST0294,52,Male,5,Mombasa,2516,47,115,90,10,Prepaid,0,6583,6411,4800,488,270,293,243,274,331,5,Cash,0.05,0.02,0.01,1,2768,5931.333333333333,350.3333333333333,282.6666666666667,127.89000000000001,1,0.5,60,0.16666666666666666,1,1,1,0
CUST0295,24,Female,6,Kisumu,9888,210,47,136,1,Prepaid,0,1056,3456,3838,36,619,975,214,75,81,4,Mobile Money,0.05,0.02,0.01,0,10281,2783.3333333333335,543.3333333333334,123.33333333333333,499.07000000000005,0,0.0,72,0.013888888888888888,0,0,1,0
CUST0296,33,Female,9,Nakuru,2272,854,225,108,4,Prepaid,0,3519,6328,5987,653,898,147,398,307,496,5,Credit Card,0.05,0.02,0.01,0,3459,5278.0,566.0,400.3333333333333,132.93,0,0.0,108,0.037037037037037035,3,0,1,0
CUST0297,43,Male,6,Mombasa,8853,919,265,56,5,Prepaid,1,3080,5494,4014,548,810,471,409,213,306,3,Credit Card,0.05,0.02,0.01,1,10093,4196.0,609.6666666666666,309.3333333333333,463.68,1,1.0,72,0.06944444444444445,1,1,1,0
CUST0298,65,Male,8,Nakuru,4476,650,98,30,1,Postpaid,0,8646,6936,1259,519,558,994,130,430,495,4,Cash,0.05,0.02,0.01,0,5254,5613.666666666667,690.3333333333334,351.6666666666667,237.78,0,0.0,96,0.010416666666666666,3,1,1,0
CUST0299,69,Male,7,Mombasa,2251,621,458,20,4,Postpaid,0,8743,9176,9121,742,98,171,342,484,298,4,Debit Card,0.05,0.02,0.01,0,3350,9013.333333333334,337.0,374.6666666666667,129.55,0,0.0,84,0.047619047619047616,1,1,1,0
CUST0300,66,Female,9,Kisumu,9467,993,10,89,6,Prepaid,0,9886,8114,7293,332,525,562,147,375,33,5,Debit Card,0.05,0.02,0.01,1,10559,8431.0,473.0,185.0,493.31000000000006,1,0.5,108,0.05555555555555555,0,0,1,0
CUST0301,19,Male,4,Nakuru,7930,694,84,39,9,Postpaid,1,4519,9494,2959,396,193,530,380,157,239,5,Debit Card,0.05,0.02,0.01,0,8747,5657.333333333333,373.0,258.6666666666667,411.21999999999997,0,0.5,48,0.1875,3,1,1,0
CUST0302,18,Female,2,Nakuru,7670,539,404,111,9,Prepaid,1,3638,2215,5773,295,156,119,108,301,96,0,Mobile Money,0.05,0.02,0.01,0,8724,3875.3333333333335,190.0,168.33333333333334,398.32,0,0.5,24,0.375,3,0,0,0
CUST0303,65,Female,7,Nairobi,6969,708,213,44,7,Postpaid,0,1171,8650,2218,106,899,835,39,203,48,4,Cash,0.05,0.02,0.01,1,7934,4013.0,613.3333333333334,96.66666666666667,364.74000000000007,1,0.5,84,0.08333333333333333,2,0,1,0
CUST0304,29,Female,6,Kisumu,9631,190,172,76,6,Postpaid,0,1277,3983,9957,859,665,736,120,476,145,0,Debit Card,0.05,0.02,0.01,1,10069,5072.333333333333,753.3333333333334,247.0,487.07000000000005,1,0.5,72,0.08333333333333333,0,0,0,0
CUST0305,22,Male,1,Mombasa,3720,314,390,176,7,Postpaid,1,5427,8175,5923,953,114,65,294,148,124,3,Mobile Money,0.05,0.02,0.01,1,4600,6508.333333333333,377.3333333333333,188.66666666666666,196.18,1,1.0,12,0.5833333333333334,1,1,1,0
CUST0306,54,Male,9,Nakuru,1039,900,208,86,8,Prepaid,0,3522,2257,1808,529,395,140,119,74,188,2,Cash,0.05,0.02,0.01,0,2233,2529.0,354.6666666666667,127.0,72.03,0,0.0,108,0.07407407407407407,3,1,1,0
CUST0307,49,Female,9,Nakuru,1961,562,447,147,4,Prepaid,0,2360,2309,1550,824,769,445,455,379,56,0,Mobile Money,0.05,0.02,0.01,1,3117,2073.0,679.3333333333334,296.6666666666667,113.76,1,0.5,108,0.037037037037037035,3,0,0,0
CUST0308,26,Male,2,Mombasa,5684,660,381,100,4,Postpaid,0,3639,6039,5979,82,656,505,17,228,348,5,Debit Card,0.05,0.02,0.01,0,6825,5219.0,414.3333333333333,197.66666666666666,301.21,0,0.0,24,0.16666666666666666,1,1,1,0
CUST0309,58,Male,3,Kisumu,9047,779,63,116,10,Prepaid,0,1574,6548,2749,933,802,188,168,303,108,1,Debit Card,0.05,0.02,0.01,1,10005,3623.6666666666665,641.0,193.0,468.56,1,0.5,36,0.2777777777777778,0,1,1,0
CUST0310,52,Male,5,Nairobi,734,561,257,91,9,Prepaid,0,9975,1651,3309,287,521,157,197,61,4,2,Credit Card,0.05,0.02,0.01,1,1643,4978.333333333333,321.6666666666667,87.33333333333333,50.49,1,0.5,60,0.15,2,1,1,0
CUST0311,36,Female,5,Nairobi,2048,899,331,144,3,Postpaid,0,7263,5992,3421,981,879,609,410,57,472,3,Credit Card,0.05,0.02,0.01,1,3422,5558.666666666667,823.0,313.0,123.69000000000001,1,0.5,60,0.05,2,0,1,0
CUST0312,65,Female,1,Nakuru,7980,757,120,27,8,Prepaid,0,2486,7211,5176,705,213,669,483,273,23,5,Cash,0.05,0.02,0.01,1,8884,4957.666666666667,529.0,259.6666666666667,415.34,1,0.5,12,0.6666666666666666,3,0,1,0
CUST0313,33,Male,8,Mombasa,4713,112,297,168,4,Postpaid,1,9693,6802,4541,460,744,946,142,107,220,2,Mobile Money,0.05,0.02,0.01,0,5290,7012.0,716.6666666666666,156.33333333333334,240.86,0,0.5,96,0.041666666666666664,1,1,1,0
CUST0314,20,Female,8,Nakuru,2173,169,465,193,1,Postpaid,0,6827,5247,2917,214,682,245,36,186,447,5,Mobile Money,0.05,0.02,0.01,0,3000,4997.0,380.3333333333333,223.0,116.68,0,0.0,96,0.010416666666666666,3,0,1,0
CUST0315,37,Male,4,Mombasa,7208,467,53,24,9,Postpaid,1,1546,8902,1032,280,532,855,185,474,314,0,Debit Card,0.05,0.02,0.01,1,7752,3826.6666666666665,555.6666666666666,324.3333333333333,370.27,1,1.0,48,0.1875,1,1,0,0
CUST0316,41,Male,7,Nairobi,8482,677,330,57,7,Prepaid,0,2676,5181,9590,731,14,943,260,228,293,5,Debit Card,0.05,0.02,0.01,0,9546,5815.666666666667,562.6666666666666,260.3333333333333,440.94000000000005,0,0.0,84,0.08333333333333333,2,1,1,0
CUST0317,50,Male,10,Kisumu,2600,920,271,40,6,Postpaid,0,2838,3007,8667,953,418,747,230,47,416,3,Cash,0.05,0.02,0.01,1,3831,4837.333333333333,706.0,231.0,151.11,1,0.5,120,0.05,0,1,1,0
CUST0318,41,Male,3,Mombasa,4248,13,240,133,7,Postpaid,0,1000,3463,1969,458,367,32,253,318,9,1,Credit Card,0.05,0.02,0.01,1,4634,2144.0,285.6666666666667,193.33333333333334,215.06,1,0.5,36,0.19444444444444445,1,1,1,0
CUST0319,69,Female,6,Nairobi,3673,714,242,74,2,Prepaid,1,2733,3928,9944,800,637,360,328,267,164,0,Debit Card,0.05,0.02,0.01,0,4703,5535.0,599.0,253.0,200.35,0,0.5,72,0.027777777777777776,2,0,0,0
CUST0320,28,Female,10,Nakuru,2315,287,17,37,3,Prepaid,0,5108,7994,7792,343,852,752,390,214,480,0,Mobile Money,0.05,0.02,0.01,0,2656,6964.666666666667,649.0,361.3333333333333,121.66,0,0.0,120,0.025,3,0,0,0
CUST0321,66,Female,10,Mombasa,4341,906,482,133,4,Prepaid,0,7734,4455,9461,193,852,329,296,289,214,3,Debit Card,0.05,0.02,0.01,1,5862,7216.666666666667,458.0,266.3333333333333,239.99,1,0.5,120,0.03333333333333333,1,0,1,0
CUST0322,25,Male,9,Kisumu,8516,188,500,172,5,Prepaid,1,8472,4205,9525,157,212,511,467,253,125,3,Credit Card,0.05,0.02,0.01,1,9376,7400.666666666667,293.3333333333333,281.6666666666667,434.56,1,1.0,108,0.046296296296296294,0,1,1,0
CUST0323,53,Male,1,Nakuru,7511,913,186,74,0,Postpaid,0,7110,4538,7642,464,699,849,9,444,266,2,Mobile Money,0.05,0.02,0.01,1,8684,6430.0,670.6666666666666,239.66666666666666,395.67,1,0.5,12,0.0,3,1,1,0
CUST0324,55,Male,5,Nakuru,4993,154,345,141,3,Prepaid,1,1100,9744,6500,103,683,786,445,357,279,1,Credit Card,0.05,0.02,0.01,0,5633,5781.333333333333,524.0,360.3333333333333,256.18,0,0.5,60,0.05,3,1,1,0
CUST0325,57,Female,4,Nairobi,1174,566,143,65,10,Prepaid,0,4784,1213,7581,33,991,70,409,86,87,5,Cash,0.05,0.02,0.01,1,1948,4526.0,364.6666666666667,194.0,71.45000000000002,1,0.5,48,0.20833333333333334,2,0,1,0
CUST0326,37,Male,8,Mombasa,8588,693,261,167,9,Prepaid,1,9680,7760,5149,101,758,312,323,180,454,2,Cash,0.05,0.02,0.01,1,9709,7529.666666666667,390.3333333333333,319.0,445.87000000000006,1,1.0,96,0.09375,1,1,1,0
CUST0327,52,Female,1,Nakuru,9078,721,440,2,4,Prepaid,0,4983,7511,7431,638,4,914,229,24,113,5,Credit Card,0.05,0.02,0.01,1,10241,6641.666666666667,518.6666666666666,122.0,472.72,1,0.5,12,0.3333333333333333,3,0,1,0
CUST0328,65,Female,9,Kisumu,2658,887,363,116,6,Postpaid,0,6401,9379,3924,725,230,727,23,445,20,5,Mobile Money,0.05,0.02,0.01,1,4024,6568.0,560.6666666666666,162.66666666666666,154.27,1,0.5,108,0.05555555555555555,0,0,1,0
CUST0329,42,Female,6,Mombasa,3161,470,490,98,4,Prepaid,0,6629,9021,1591,324,200,78,77,387,147,5,Credit Card,0.05,0.02,0.01,1,4219,5747.0,200.66666666666666,203.66666666666666,172.35000000000002,1,0.5,72,0.05555555555555555,1,0,1,0
CUST0330,52,Female,4,Kisumu,2564,74,430,151,0,Postpaid,0,2254,2246,9888,943,884,168,424,221,244,2,Debit Card,0.05,0.02,0.01,1,3219,4796.0,665.0,296.3333333333333,133.98000000000002,1,0.5,48,0.0,0,0,1,0
CUST0331,42,Female,9,Nakuru,3753,276,238,18,10,Prepaid,0,2964,1707,8349,807,401,809,192,477,265,0,Debit Card,0.05,0.02,0.01,0,4285,4340.0,672.3333333333334,311.3333333333333,195.55,0,0.0,108,0.09259259259259259,3,0,0,0
CUST0332,46,Female,5,Kisumu,5479,939,303,145,6,Postpaid,0,4982,1284,5154,690,148,982,400,396,216,3,Credit Card,0.05,0.02,0.01,1,6866,3806.6666666666665,606.6666666666666,337.3333333333333,295.76,1,0.5,60,0.1,0,0,1,0
